sesion,round,price,prev_price,part_label_ID,pl_f0,pl_f1,pl_f2,pl_f3,pl_fcast_rnd_0,pl_fcast_rnd_1,pl_fcast_rnd_2,pl_fcast_rnd_3,pl_fcast_err_0,pl_fcast_err_1,pl_fcast_err_2,pl_fcast_err_3,model
1vpzr064,22,12.0,12.0,1vpzr064bot3,13,14,14,,22,24,27,,0.0,-2.0,-3.0,,gemini-1.5-pro
1vpzr064,23,11.0,12.0,1vpzr064bot3,13,13,14,,23,25,28,,0.0,-1.0,-4.0,,gemini-1.5-pro
1vpzr064,24,11.0,11.0,1vpzr064bot3,13,13,14,,24,26,29,,-1.0,-2.0,-4.0,,gemini-1.5-pro
1vpzr064,25,10.0,11.0,1vpzr064bot3,11,11,12,,25,27,30,,1.0,0.0,-2.0,,gemini-1.5-pro
1vpzr064,26,10.0,10.0,1vpzr064bot3,10,11,,,26,28,,,1.0,-1.0,,,gemini-1.5-pro
1vpzr064,27,10.0,10.0,1vpzr064bot3,10,10,,,27,29,,,1.0,0.0,,,gemini-1.5-pro
1vpzr064,28,10.0,10.0,1vpzr064bot3,10,9,,,28,30,,,0.0,1.0,,,gemini-1.5-pro
1vpzr064,29,10.0,10.0,1vpzr064bot3,10,,,,29,,,,0.0,,,,gemini-1.5-pro
1vpzr064,30,11.5,10.0,1vpzr064bot3,10,,,,30,,,,0.0,,,,gemini-1.5-pro
1vpzr064,1,14.0,,1vpzr064bot4,14,14,14,14,1,3,6,11,0.0,1.0,1.0,0.0,gemini-1.5-pro
1vpzr064,2,14.5,14.0,1vpzr064bot4,14,14,14,14,2,4,7,12,1.0,0.0,1.0,0.0,gemini-1.5-pro
1vpzr064,3,15.0,14.5,1vpzr064bot4,14,14,14,14,3,5,8,13,1.0,0.5,0.5,0.0,gemini-1.5-pro
1vpzr064,4,15.0,15.0,1vpzr064bot4,14,14,14,14,4,6,9,14,0.0,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,5,14.5,15.0,1vpzr064bot4,14,14,14,14,5,7,10,15,0.5,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,6,14.0,14.5,1vpzr064bot4,14,14,14,14,6,8,11,16,1.0,0.5,0.0,0.0,gemini-1.5-pro
1vpzr064,7,14.0,14.0,1vpzr064bot4,14,14,14,14,7,9,12,17,1.0,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,8,14.0,14.0,1vpzr064bot4,14,14,14,14,8,10,13,18,0.5,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,9,14.0,14.0,1vpzr064bot4,14,14,14,14,9,11,14,19,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,10,14.0,14.0,1vpzr064bot4,14,14,14,14,10,12,15,20,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,11,14.0,14.0,1vpzr064bot4,14,14,14,14,11,13,16,21,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,12,14.0,14.0,1vpzr064bot4,14,14,14,14,12,14,17,22,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,13,14.0,14.0,1vpzr064bot4,14,14,14,14,13,15,18,23,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,14,14.0,14.0,1vpzr064bot4,14,14,14,14,14,16,19,24,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,15,14.0,14.0,1vpzr064bot4,14,14,14,14,15,17,20,25,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,16,13.0,14.0,1vpzr064bot4,14,14,15,16,16,18,21,26,0.0,0.0,-2.0,-5.0,gemini-1.5-pro
1vpzr064,17,13.0,13.0,1vpzr064bot4,14,14,15,16,17,19,22,27,0.0,-1.0,-2.0,-5.0,gemini-1.5-pro
1vpzr064,18,13.0,13.0,1vpzr064bot4,14,14,14,14,18,20,23,28,0.0,-1.0,-1.0,-4.0,gemini-1.5-pro
1vpzr064,19,13.0,13.0,1vpzr064bot4,14,14,15,15,19,21,24,29,-1.0,-1.0,-3.0,-5.0,gemini-1.5-pro
1vpzr064,20,13.0,13.0,1vpzr064bot4,14,14,14,14,20,22,25,30,-1.0,-1.0,-2.0,-4.0,gemini-1.5-pro
1vpzr064,21,12.0,13.0,1vpzr064bot4,14,14,14,,21,23,26,,-1.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,22,12.0,12.0,1vpzr064bot4,13,13,13,,22,24,27,,0.0,-1.0,-2.0,,gemini-1.5-pro
1vpzr064,23,11.0,12.0,1vpzr064bot4,13,13,13,,23,25,28,,0.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,24,11.0,11.0,1vpzr064bot4,13,13,13,,24,26,29,,-1.0,-2.0,-3.0,,gemini-1.5-pro
1vpzr064,25,10.0,11.0,1vpzr064bot4,12,12,12,,25,27,30,,0.0,-1.0,-2.0,,gemini-1.5-pro
1vpzr064,26,10.0,10.0,1vpzr064bot4,12,12,,,26,28,,,-1.0,-2.0,,,gemini-1.5-pro
1vpzr064,27,10.0,10.0,1vpzr064bot4,10,10,,,27,29,,,1.0,0.0,,,gemini-1.5-pro
1vpzr064,28,10.0,10.0,1vpzr064bot4,10,9,,,28,30,,,0.0,1.0,,,gemini-1.5-pro
1vpzr064,29,10.0,10.0,1vpzr064bot4,10,,,,29,,,,0.0,,,,gemini-1.5-pro
1vpzr064,30,11.5,10.0,1vpzr064bot4,10,,,,30,,,,0.0,,,,gemini-1.5-pro
1vpzr064,1,14.0,,1vpzr064bot5,14,14,14,14,1,3,6,11,0.0,1.0,1.0,0.0,gemini-1.5-pro
1vpzr064,2,14.5,14.0,1vpzr064bot5,14,14,14,14,2,4,7,12,1.0,0.0,1.0,0.0,gemini-1.5-pro
1vpzr064,3,15.0,14.5,1vpzr064bot5,14,14,14,14,3,5,8,13,1.0,0.5,0.5,0.0,gemini-1.5-pro
1vpzr064,4,15.0,15.0,1vpzr064bot5,14,14,14,14,4,6,9,14,0.0,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,5,14.5,15.0,1vpzr064bot5,15,14,14,14,5,7,10,15,-0.5,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,6,14.0,14.5,1vpzr064bot5,14,14,14,14,6,8,11,16,1.0,0.5,0.0,0.0,gemini-1.5-pro
1vpzr064,7,14.0,14.0,1vpzr064bot5,14,14,14,14,7,9,12,17,1.0,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,8,14.0,14.0,1vpzr064bot5,14,14,14,14,8,10,13,18,0.5,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,9,14.0,14.0,1vpzr064bot5,14,14,14,14,9,11,14,19,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,10,14.0,14.0,1vpzr064bot5,14,14,14,14,10,12,15,20,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,11,14.0,14.0,1vpzr064bot5,14,14,14,14,11,13,16,21,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,12,14.0,14.0,1vpzr064bot5,14,14,14,14,12,14,17,22,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,13,14.0,14.0,1vpzr064bot5,14,14,14,14,13,15,18,23,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,14,14.0,14.0,1vpzr064bot5,14,14,14,14,14,16,19,24,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,15,14.0,14.0,1vpzr064bot5,14,14,14,14,15,17,20,25,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,16,13.0,14.0,1vpzr064bot5,14,14,14,14,16,18,21,26,0.0,0.0,-1.0,-3.0,gemini-1.5-pro
1vpzr064,17,13.0,13.0,1vpzr064bot5,14,14,14,14,17,19,22,27,0.0,-1.0,-1.0,-3.0,gemini-1.5-pro
1vpzr064,18,13.0,13.0,1vpzr064bot5,14,14,14,14,18,20,23,28,0.0,-1.0,-1.0,-4.0,gemini-1.5-pro
1vpzr064,19,13.0,13.0,1vpzr064bot5,14,14,14,14,19,21,24,29,-1.0,-1.0,-2.0,-4.0,gemini-1.5-pro
1vpzr064,20,13.0,13.0,1vpzr064bot5,14,14,14,14,20,22,25,30,-1.0,-1.0,-2.0,-4.0,gemini-1.5-pro
1vpzr064,21,12.0,13.0,1vpzr064bot5,14,14,14,,21,23,26,,-1.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,22,12.0,12.0,1vpzr064bot5,13,14,14,,22,24,27,,0.0,-2.0,-3.0,,gemini-1.5-pro
1vpzr064,23,11.0,12.0,1vpzr064bot5,12,13,14,,23,25,28,,1.0,-1.0,-4.0,,gemini-1.5-pro
1vpzr064,24,11.0,11.0,1vpzr064bot5,12,13,14,,24,26,29,,0.0,-2.0,-4.0,,gemini-1.5-pro
1vpzr064,25,10.0,11.0,1vpzr064bot5,12,13,14,,25,27,30,,0.0,-2.0,-4.0,,gemini-1.5-pro
1vpzr064,26,10.0,10.0,1vpzr064bot5,12,13,,,26,28,,,-1.0,-3.0,,,gemini-1.5-pro
1vpzr064,27,10.0,10.0,1vpzr064bot5,11,12,,,27,29,,,0.0,-2.0,,,gemini-1.5-pro
1vpzr064,28,10.0,10.0,1vpzr064bot5,10,10,,,28,30,,,0.0,0.0,,,gemini-1.5-pro
1vpzr064,29,10.0,10.0,1vpzr064bot5,10,,,,29,,,,0.0,,,,gemini-1.5-pro
1vpzr064,30,11.5,10.0,1vpzr064bot5,10,,,,30,,,,0.0,,,,gemini-1.5-pro
1vpzr064,1,14.0,,1vpzr064bot6,14,14,15,15,1,3,6,11,0.0,1.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,2,14.5,14.0,1vpzr064bot6,14,14,14,14,2,4,7,12,1.0,0.0,1.0,0.0,gemini-1.5-pro
1vpzr064,3,15.0,14.5,1vpzr064bot6,14,14,14,14,3,5,8,13,1.0,0.5,0.5,0.0,gemini-1.5-pro
1vpzr064,4,15.0,15.0,1vpzr064bot6,14,14,14,14,4,6,9,14,0.0,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,5,14.5,15.0,1vpzr064bot6,14,14,14,14,5,7,10,15,0.5,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,6,14.0,14.5,1vpzr064bot6,14,14,14,14,6,8,11,16,1.0,0.5,0.0,0.0,gemini-1.5-pro
1vpzr064,7,14.0,14.0,1vpzr064bot6,14,14,14,14,7,9,12,17,1.0,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,8,14.0,14.0,1vpzr064bot6,14,14,14,14,8,10,13,18,0.5,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,9,14.0,14.0,1vpzr064bot6,14,14,14,14,9,11,14,19,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,10,14.0,14.0,1vpzr064bot6,14,14,14,14,10,12,15,20,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,11,14.0,14.0,1vpzr064bot6,14,14,14,14,11,13,16,21,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,12,14.0,14.0,1vpzr064bot6,14,14,14,14,12,14,17,22,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,13,14.0,14.0,1vpzr064bot6,14,14,14,14,13,15,18,23,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,14,14.0,14.0,1vpzr064bot6,14,14,14,14,14,16,19,24,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,15,14.0,14.0,1vpzr064bot6,14,14,14,14,15,17,20,25,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,16,13.0,14.0,1vpzr064bot6,14,14,14,14,16,18,21,26,0.0,0.0,-1.0,-3.0,gemini-1.5-pro
1vpzr064,17,13.0,13.0,1vpzr064bot6,14,14,14,14,17,19,22,27,0.0,-1.0,-1.0,-3.0,gemini-1.5-pro
1vpzr064,18,13.0,13.0,1vpzr064bot6,13,13,13,14,18,20,23,28,1.0,0.0,0.0,-4.0,gemini-1.5-pro
1vpzr064,19,13.0,13.0,1vpzr064bot6,13,14,14,15,19,21,24,29,0.0,-1.0,-2.0,-5.0,gemini-1.5-pro
1vpzr064,20,13.0,13.0,1vpzr064bot6,13,13,14,14,20,22,25,30,0.0,0.0,-2.0,-4.0,gemini-1.5-pro
1vpzr064,21,12.0,13.0,1vpzr064bot6,13,14,14,,21,23,26,,0.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,22,12.0,12.0,1vpzr064bot6,13,13,14,,22,24,27,,0.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,23,11.0,12.0,1vpzr064bot6,13,13,13,,23,25,28,,0.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,24,11.0,11.0,1vpzr064bot6,12,12,13,,24,26,29,,0.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,25,10.0,11.0,1vpzr064bot6,11,12,13,,25,27,30,,1.0,-1.0,-3.0,,gemini-1.5-pro
1vpzr064,26,10.0,10.0,1vpzr064bot6,11,12,,,26,28,,,0.0,-2.0,,,gemini-1.5-pro
1vpzr064,27,10.0,10.0,1vpzr064bot6,10,10,,,27,29,,,1.0,0.0,,,gemini-1.5-pro
1vpzr064,28,10.0,10.0,1vpzr064bot6,12,13,,,28,30,,,-2.0,-3.0,,,gemini-1.5-pro
1vpzr064,29,10.0,10.0,1vpzr064bot6,11,,,,29,,,,-1.0,,,,gemini-1.5-pro
1vpzr064,30,11.5,10.0,1vpzr064bot6,14,,,,30,,,,-4.0,,,,gemini-1.5-pro
1vpzr064,1,14.0,,1vpzr064bot7,14,14,14,14,1,3,6,11,0.0,1.0,1.0,0.0,gemini-1.5-pro
1vpzr064,2,14.5,14.0,1vpzr064bot7,14,14,14,14,2,4,7,12,1.0,0.0,1.0,0.0,gemini-1.5-pro
1vpzr064,3,15.0,14.5,1vpzr064bot7,14,14,14,14,3,5,8,13,1.0,0.5,0.5,0.0,gemini-1.5-pro
1vpzr064,4,15.0,15.0,1vpzr064bot7,14,14,14,14,4,6,9,14,0.0,1.0,0.0,0.0,gemini-1.5-pro
1vpzr064,5,14.5,15.0,1vpzr064bot7,15,15,15,15,5,7,10,15,-0.5,0.0,-1.0,-1.0,gemini-1.5-pro
1vpzr064,6,14.0,14.5,1vpzr064bot7,14,14,14,14,6,8,11,16,1.0,0.5,0.0,0.0,gemini-1.5-pro
1vpzr064,7,14.0,14.0,1vpzr064bot7,14,14,14,14,7,9,12,17,1.0,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,8,14.0,14.0,1vpzr064bot7,14,14,14,14,8,10,13,18,0.5,0.0,0.0,0.0,gemini-1.5-pro
1vpzr064,9,14.0,14.0,1vpzr064bot7,14,14,14,14,9,11,14,19,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,10,14.0,14.0,1vpzr064bot7,14,14,14,14,10,12,15,20,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,11,14.0,14.0,1vpzr064bot7,14,14,14,14,11,13,16,21,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,12,14.0,14.0,1vpzr064bot7,14,14,14,14,12,14,17,22,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,13,14.0,14.0,1vpzr064bot7,14,14,14,14,13,15,18,23,0.0,0.0,0.0,-1.0,gemini-1.5-pro
1vpzr064,14,14.0,14.0,1vpzr064bot7,14,14,14,14,14,16,19,24,0.0,0.0,-1.0,-2.0,gemini-1.5-pro
1vpzr064,15,14.0,14.0,1vpzr064bot7,14,14,14,15,15,17,20,25,0.0,0.0,-1.0,-3.0,gemini-1.5-pro
1vpzr064,16,13.0,14.0,1vpzr064bot7,14,14,15,16,16,18,21,26,0.0,0.0,-2.0,-5.0,gemini-1.5-pro
1vpzr064,17,13.0,13.0,1vpzr064bot7,14,14,15,15,17,19,22,27,0.0,-1.0,-2.0,-4.0,gemini-1.5-pro
1vpzr064,18,13.0,13.0,1vpzr064bot7,14,14,14,14,18,20,23,28,0.0,-1.0,-1.0,-4.0,gemini-1.5-pro
1vpzr064,19,13.0,13.0,1vpzr064bot7,13,13,14,14,19,21,24,29,0.0,0.0,-2.0,-4.0,gemini-1.5-pro
